1592805633361901,9.999784,3.001909,10.000494,0.999970,-0.001784,-0.007598,-0.000106
1592805633415217,9.999722,3.001537,10.000551,0.999969,-0.001797,-0.007640,-0.000091
1592805633457895,9.999529,3.001823,10.000690,0.999969,-0.001862,-0.007672,-0.000103
1592805633494370,9.999585,3.001730,10.000519,0.999969,-0.001853,-0.007608,-0.000112
1592805633530397,9.999725,3.001444,10.000163,0.999970,-0.001763,-0.007518,-0.000127
1592805633565894,9.999725,3.001920,10.000767,0.999969,-0.001747,-0.007674,-0.000128
1592805633601095,9.999768,3.001849,10.000444,0.999970,-0.001730,-0.007558,-0.000145
1592805633637891,9.999908,3.002064,10.000440,0.999970,-0.001718,-0.007548,-0.000137
1592805633673725,9.999946,3.002085,10.000356,0.999970,-0.001721,-0.007552,-0.000151
1592805633710529,9.999788,3.001135,10.000338,0.999970,-0.001822,-0.007529,-0.000164
1592805633748842,9.999804,3.001287,10.000274,0.999970,-0.001808,-0.007508,-0.000160
1592805633787068,10.000023,3.001441,10.000306,0.999970,-0.001761,-0.007532,-0.000158
1592805633824610,9.999926,3.001346,10.000317,0.999970,-0.001805,-0.007566,-0.000174
1592805633862578,9.999753,3.001653,10.000245,0.999970,-0.001851,-0.007563,-0.000180
1592805633902379,9.999908,3.001729,10.000244,0.999970,-0.001795,-0.007594,-0.000175
1592805633944097,9.999800,3.000981,10.000484,0.999969,-0.001820,-0.007658,-0.000200
1592805633982629,9.999924,3.001216,10.000529,0.999969,-0.001798,-0.007673,-0.000210
1592805634022870,9.999918,3.001343,10.000584,0.999969,-0.001786,-0.007678,-0.000188
1592805634071121,9.999936,3.001720,10.000784,0.999969,-0.001782,-0.007728,-0.000202
1592805634109185,10.000142,3.000735,10.000244,0.999970,-0.001770,-0.007599,-0.000192
1592805634147309,9.999900,3.001254,10.000239,0.999970,-0.001829,-0.007590,-0.000161
1592805634184565,9.999938,3.001474,10.000455,0.999969,-0.001803,-0.007646,-0.000207
1592805634222616,9.999901,3.001583,10.000543,0.999969,-0.001772,-0.007661,-0.000223
1592805634259065,9.999962,3.001378,10.000753,0.999969,-0.001771,-0.007674,-0.000189
1592805634295960,9.999946,3.001315,10.000567,0.999969,-0.001767,-0.007637,-0.000183
1592805634332538,9.999915,3.001561,10.000545,0.999969,-0.001760,-0.007628,-0.000185
1592805634369749,9.999797,3.002020,10.000562,0.999969,-0.001789,-0.007640,-0.000202
1592805634406799,9.999710,3.002144,10.000230,0.999969,-0.001817,-0.007613,-0.000186
1592805634445422,9.999870,3.001020,10.000430,0.999969,-0.001778,-0.007645,-0.000199
1592805634481941,10.000014,3.001044,10.000372,0.999969,-0.001765,-0.007618,-0.000191
1592805634520249,9.999976,3.001006,10.000523,0.999969,-0.001795,-0.007659,-0.000196
1592805634561723,9.999982,3.001562,10.000436,0.999969,-0.001783,-0.007644,-0.000180
1592805634598128,9.999955,3.001417,10.000389,0.999969,-0.001779,-0.007621,-0.000188
1592805634634425,9.999887,3.001523,10.000611,0.999969,-0.001790,-0.007656,-0.000193
1592805634672060,9.999949,3.001974,10.000704,0.999969,-0.001781,-0.007668,-0.000193
1592805634709082,10.000045,3.001056,10.000398,0.999970,-0.001784,-0.007583,-0.000205
1592805634744752,10.000021,3.001159,10.000462,0.999969,-0.001770,-0.007622,-0.000233
1592805634780537,9.999858,3.001352,10.000656,0.999969,-0.001796,-0.007632,-0.000211
1592805634817004,9.999926,3.001351,10.000582,0.999970,-0.001777,-0.007599,-0.000206
1592805634854253,9.999884,3.001348,10.000660,0.999970,-0.001813,-0.007590,-0.000208
1592805634892067,9.999953,3.001389,10.000371,0.999970,-0.001762,-0.007574,-0.000224
1592805634929737,10.000108,3.001528,10.000525,0.999970,-0.001746,-0.007606,-0.000228
1592805634966084,9.999983,3.001645,10.000642,0.999969,-0.001746,-0.007633,-0.000224
1592805635004192,9.999922,3.001687,10.000457,0.999969,-0.001743,-0.007631,-0.000230
1592805635043889,9.999964,3.001076,10.000422,0.999969,-0.001735,-0.007618,-0.000233
1592805635082413,10.000031,3.001217,10.000360,0.999969,-0.001726,-0.007625,-0.000213
1592805635122196,10.000125,3.001527,10.000359,0.999969,-0.001742,-0.007618,-0.000206
1592805635160961,10.000216,3.001396,10.000282,0.999970,-0.001721,-0.007582,-0.000174
1592805635197770,10.000122,3.001848,10.000431,0.999970,-0.001748,-0.007601,-0.000140
1592805635235406,9.999843,3.001709,10.000467,0.999970,-0.001797,-0.007577,-0.000155
1592805635271964,9.999643,3.001857,10.000456,0.999970,-0.001822,-0.007562,-0.000144
1592805635308066,9.999699,3.001920,10.000251,0.999970,-0.001787,-0.007558,-0.000164
1592805635342787,9.999940,3.001183,10.000400,0.999970,-0.001794,-0.007552,-0.000185
1592805635377216,9.999949,3.001079,10.000302,0.999970,-0.001793,-0.007527,-0.000181
1592805635412182,9.999982,3.001236,10.000358,0.999970,-0.001775,-0.007533,-0.000171
1592805635448095,9.999912,3.001351,10.000358,0.999970,-0.001802,-0.007533,-0.000179
1592805635485506,9.999879,3.001487,10.000600,0.999970,-0.001824,-0.007581,-0.000174
1592805635522162,9.999754,3.001591,10.000648,0.999970,-0.001821,-0.007562,-0.000162
1592805635558426,9.999797,3.001612,10.000551,0.999970,-0.001826,-0.007580,-0.000175
1592805635592719,9.999804,3.001571,10.000588,0.999969,-0.001804,-0.007611,-0.000166
1592805635626538,9.999794,3.001715,10.000705,0.999969,-0.001768,-0.007629,-0.000189
1592805635660649,9.999452,3.001492,10.000362,0.999969,-0.001810,-0.007615,-0.000190
1592805635696349,9.999887,3.001498,10.000291,0.999969,-0.001756,-0.007628,-0.000201
1592805635731701,9.999964,3.001553,10.000583,0.999969,-0.001747,-0.007705,-0.000207
1592805635767821,10.000014,3.001647,10.000821,0.999969,-0.001749,-0.007707,-0.000229
1592805635805290,10.000094,3.001848,10.000846,0.999969,-0.001754,-0.007691,-0.000207
1592805635845961,9.999905,3.001161,10.000684,0.999969,-0.001795,-0.007667,-0.000180
1592805635890176,9.999815,3.001457,10.000652,0.999969,-0.001779,-0.007613,-0.000176
1592805635933300,9.999923,3.001332,10.000278,0.999970,-0.001804,-0.007582,-0.000181
1592805635974217,9.999898,3.001639,10.000332,0.999970,-0.001778,-0.007598,-0.000186
1592805636010471,10.000017,3.000900,10.000326,0.999970,-0.001770,-0.007592,-0.000211
1592805636047534,10.000100,3.001058,10.000050,0.999970,-0.001772,-0.007538,-0.000203
1592805636084648,10.000210,3.001022,10.000167,0.999970,-0.001734,-0.007564,-0.000209
1592805636123736,10.000172,3.001280,10.000324,0.999970,-0.001760,-0.007605,-0.000228
1592805636164340,10.000016,3.001497,10.000628,0.999969,-0.001779,-0.007631,-0.000228
1592805636205648,9.999962,3.001694,10.000557,0.999969,-0.001769,-0.007627,-0.000225
1592805636245420,10.000050,3.001210,10.000377,0.999969,-0.001776,-0.007634,-0.000226
1592805636287314,9.999925,3.001315,10.000666,0.999969,-0.001771,-0.007652,-0.000206
1592805636334236,9.999916,3.001652,10.000471,0.999969,-0.001750,-0.007619,-0.000210
1592805636376777,10.000174,3.000977,10.000198,0.999970,-0.001760,-0.007582,-0.000197
1592805636418222,10.000139,3.001216,10.000363,0.999969,-0.001753,-0.007618,-0.000210
1592805636461469,10.000077,3.001381,10.000210,0.999969,-0.001753,-0.007619,-0.000211
1592805636505471,10.000050,3.001835,10.000319,0.999969,-0.001735,-0.007659,-0.000196
1592805636542812,10.000115,3.000899,10.000281,0.999969,-0.001745,-0.007661,-0.000207
1592805636579609,10.000172,3.000819,10.000217,0.999969,-0.001755,-0.007647,-0.000196
1592805636615236,10.000086,3.001175,10.000673,0.999969,-0.001766,-0.007685,-0.000205
1592805636650501,9.999866,3.001397,10.000705,0.999969,-0.001780,-0.007694,-0.000198
1592805636687583,9.999933,3.001166,10.000727,0.999969,-0.001772,-0.007724,-0.000232
1592805636724779,9.999960,3.001127,10.000608,0.999969,-0.001790,-0.007676,-0.000188
1592805636761391,10.000077,3.001339,10.000687,0.999969,-0.001786,-0.007680,-0.000208
1592805636797114,10.000096,3.001251,10.000566,0.999969,-0.001813,-0.007661,-0.000181
1592805636836669,10.000005,3.001540,10.000710,0.999969,-0.001802,-0.007698,-0.000198
1592805636882995,10.000112,3.001036,10.000406,0.999969,-0.001781,-0.007675,-0.000211
1592805636922406,10.000078,3.001333,10.000489,0.999969,-0.001790,-0.007678,-0.000226
1592805636968019,9.999882,3.001590,10.000773,0.999969,-0.001800,-0.007698,-0.000215
1592805637009676,10.000063,3.000848,10.000208,0.999969,-0.001798,-0.007614,-0.000173
1592805637053783,10.000026,3.000961,10.000228,0.999969,-0.001798,-0.007645,-0.000181
1592805637100613,9.999978,3.001206,10.000205,0.999969,-0.001810,-0.007635,-0.000204
1592805637143380,10.000039,3.000787,10.000313,0.999969,-0.001823,-0.007640,-0.000211
1592805637183323,10.000008,3.001116,10.000432,0.999969,-0.001791,-0.007687,-0.000193
1592805637221929,9.999961,3.001396,10.000355,0.999969,-0.001827,-0.007692,-0.000213
1592805637260730,9.999976,3.001328,10.000235,0.999969,-0.001845,-0.007671,-0.000198
1592805637299525,10.000083,3.001323,10.000208,0.999969,-0.001801,-0.007680,-0.000191
1592805637337836,10.000095,3.001115,10.000133,0.999969,-0.001841,-0.007679,-0.000192
1592805637377686,10.000031,3.000692,10.000259,0.999969,-0.001847,-0.007705,-0.000168
1592805637417311,10.000013,3.000803,10.000441,0.999969,-0.001881,-0.007707,-0.000163
1592805637456629,9.999993,3.000955,10.000566,0.999969,-0.001885,-0.007665,-0.000156
1592805637493945,9.999626,3.001281,10.000441,0.999969,-0.001925,-0.007643,-0.000181
1592805637531779,9.999832,3.001338,10.000642,0.999969,-0.001886,-0.007676,-0.000180
1592805637568049,9.999892,3.001242,10.000478,0.999969,-0.001892,-0.007674,-0.000169
1592805637604586,9.999974,3.001453,10.000681,0.999969,-0.001886,-0.007651,-0.000160
1592805637639452,10.000102,3.001588,10.000417,0.999969,-0.001863,-0.007650,-0.000163
1592805637680896,10.000010,3.000907,10.000548,0.999969,-0.001887,-0.007649,-0.000133
1592805637719188,10.000025,3.001019,10.000476,0.999969,-0.001857,-0.007656,-0.000133
1592805637757265,10.000000,3.001029,10.000345,0.999969,-0.001854,-0.007623,-0.000138
1592805637794298,9.999861,3.001269,10.000320,0.999969,-0.001843,-0.007599,-0.000146
1592805637832115,9.999908,3.001336,10.000539,0.999969,-0.001826,-0.007611,-0.000186
1592805637868767,9.999943,3.001319,10.000279,0.999970,-0.001808,-0.007594,-0.000193
1592805637906363,9.999998,3.001433,10.000097,0.999970,-0.001787,-0.007588,-0.000191
1592805637944884,9.999962,3.001108,10.000255,0.999970,-0.001785,-0.007586,-0.000159
1592805637983617,9.999812,3.001165,10.000396,0.999969,-0.001798,-0.007620,-0.000156
1592805638022128,9.999755,3.001301,10.000455,0.999969,-0.001814,-0.007607,-0.000176
